,product_id,hs_product_code,hs_product_name_short_en,level,parent_id
949,1485,7224,Other alloy steel in primary form,4digit,171.0
950,1486,7225,"Flat-rolled products of other alloy steel, width > 600 mm",4digit,171.0
951,1487,7226,"Flat-rolled products of other alloy steel, width < 600 mm",4digit,171.0
952,1488,7227,Bars of other alloy steel,4digit,171.0
953,1489,7228,Other bars and rods of other alloy steel,4digit,171.0
954,1490,7229,Wire of other alloy steel,4digit,171.0
955,1491,7301,Sheet piling of iron or steel,4digit,172.0
956,1492,7302,Railway construction material of iron or steel,4digit,172.0
957,1493,7303,Tubes of cast iron,4digit,172.0
958,1494,7304,"Tubes, seamless, of iron or steel",4digit,172.0
959,1495,7305,"Other tubes and pipes, diameter > 406.4 mm, of iron or steel",4digit,172.0
960,1496,7306,"Other tubes, pipes and hollow profiles of iron or steel",4digit,172.0
961,1497,7307,Tube or pipe fittings of iron or steel,4digit,172.0
962,1498,7308,"Structures and their parts, of iron or steel",4digit,172.0
963,1499,7309,"Tanks etc. > 300 liters, iron or steel",4digit,172.0
964,1500,7310,"Tanks etc. < 300 liters, iron or steel",4digit,172.0
965,1501,7311,Containers for compressed or liquified gas,4digit,172.0
966,1502,7312,"Wire of iron or steel, not insulated",4digit,172.0
967,1503,7313,Barbed wire of iron or steel,4digit,172.0
968,1504,7314,Cloth of iron or steel wire,4digit,172.0
969,1505,7315,Chain of iron or steel,4digit,172.0
970,1506,7316,Anchors of iron or steel,4digit,172.0
971,1507,7317,Nails and similar articles of iron or steel,4digit,172.0
972,1508,7318,Screws and similar articles of iron or steel,4digit,172.0
973,1509,7319,Articles for sewing of iron or steel,4digit,172.0
974,1510,7320,Springs of iron or steel,4digit,172.0
975,1511,7321,Stoves and similar non-electric appliances of iron or steel,4digit,172.0
976,1512,7322,Radiators for central heating of iron or steel,4digit,172.0
977,1513,7323,Household articles of iron or steel,4digit,172.0
978,1514,7324,Sanitary ware and parts of iron or steel,4digit,172.0
979,1515,7325,Other cast articles of iron or steel,4digit,172.0
980,1516,7326,Other articles of iron or steel,4digit,172.0
981,1517,7401,Copper mattes,4digit,173.0
982,1518,7402,Unrefined copper,4digit,173.0
983,1519,7403,Refined copper and copper alloys,4digit,173.0
984,1520,7404,Copper waste and scrap,4digit,173.0
985,1521,7405,Master alloys of copper,4digit,173.0
986,1522,7406,Copper powders and flakes,4digit,173.0
987,1523,7407,"Copper bars, rods and profiles",4digit,173.0
988,1524,7408,Copper wire,4digit,173.0
989,1525,7409,"Copper plates, sheets and strip > 0.15 mm",4digit,173.0
990,1526,7410,Copper foil < 0.15 mm thick,4digit,173.0
991,1527,7411,Copper tubes and pipes,4digit,173.0
992,1528,7412,Copper tube or pipe fittings,4digit,173.0
993,1529,7413,"Copper wire, uninsulated",4digit,173.0
994,1530,7414,Endless bands of copper wire for machinery,4digit,173.0
995,1531,7415,Screws and similar articles of copper,4digit,173.0
996,1532,7416,Copper springs,4digit,173.0
997,1533,7417,Copper cooking products,4digit,173.0
998,1534,7418,Household articles of copper,4digit,173.0
999,1535,7419,Other articles of copper,4digit,173.0
1000,1536,7501,Nickel mattes,4digit,174.0
1001,1537,7502,Nickel unwrought,4digit,174.0
1002,1538,7503,Nickel waste and scrap,4digit,174.0
1003,1539,7504,Nickel powders,4digit,174.0
1004,1540,7505,"Nickel bars, wire etc.",4digit,174.0
1005,1541,7506,Nickel plates,4digit,174.0
1006,1542,7507,Nickel tubes and pipes,4digit,174.0
1007,1543,7508,Other articles of nickel,4digit,174.0
1008,1544,7601,Unwrought aluminum,4digit,175.0
1009,1545,7602,"Waste or scrap, aluminium",4digit,175.0
1010,1546,7603,Aluminum powders,4digit,175.0
1011,1547,7604,Aluminum bars,4digit,175.0
1012,1548,7605,Aluminum wire,4digit,175.0
1013,1549,7606,Aluminum plates > 0.2 mm,4digit,175.0
1014,1550,7607,Aluminum foil < 0.2 mm,4digit,175.0
1015,1551,7608,Aluminum tubes and pipes,4digit,175.0
1016,1552,7609,Aluminum tube or pipe fittings,4digit,175.0
1017,1553,7610,"Aluminum structures (bridges, towers etc)",4digit,175.0
1018,1554,7611,"Aluminum containers, >300 liters",4digit,175.0
1019,1555,7612,"Aluminum containers, <300 liters",4digit,175.0
1020,1556,7613,Aluminum containers for compressed or liquefied gas,4digit,175.0
1021,1557,7614,"Aluminum wire, not insulated",4digit,175.0
1022,1558,7615,Household articles of aluminum,4digit,175.0
1023,1559,7616,Other articles of aluminum,4digit,175.0
1024,1560,7801,Lead refined unwrought,4digit,176.0
1025,1561,7802,Lead waste or scrap,4digit,176.0
1026,1562,7803,"Lead bars, rods, profiles and wire",4digit,176.0
1027,1563,7804,Lead foil <2mm,4digit,176.0
1028,1564,7805,"Lead tubes, pipes and fittings",4digit,176.0
1029,1565,7806,Other articles of lead,4digit,176.0
1030,1566,7901,Unwrought zinc,4digit,177.0
1031,1567,7902,Zinc waste and scrap,4digit,177.0
1032,1568,7903,Zinc powders,4digit,177.0
1033,1569,7904,Zinx bars and wire,4digit,177.0
1034,1570,7905,Zinc plates and foil,4digit,177.0
1035,1571,7906,"Zinc tubes, pipes and tube or pipe fittings",4digit,177.0
1036,1572,7907,Other articles of zinc,4digit,177.0
1037,1573,8001,Unwrought tin,4digit,178.0
1038,1574,8002,Tin waste and scrap,4digit,178.0
1039,1575,8003,Tin bars and wire,4digit,178.0
1040,1576,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",4digit,178.0
1041,1577,8005,"Tin foil, thickness < 0.2 mm",4digit,178.0
1042,1578,8006,Tin pipes or tubes and pipe fittings,4digit,178.0
1043,1579,8007,Other articles of tin,4digit,178.0
1044,1580,8101,Tungsten (wolfram),4digit,179.0
1045,1581,8102,Molybdenum,4digit,179.0
1046,1582,8103,Tantalum,4digit,179.0
1047,1583,8104,Magnesium,4digit,179.0
1048,1584,8105,Cobalt,4digit,179.0
1049,1585,8106,Bismuth,4digit,179.0
1050,1586,8107,Cadmium,4digit,179.0
1051,1587,8108,Titanium,4digit,179.0
1052,1588,8109,Zirconium,4digit,179.0
1053,1589,8110,Antimony,4digit,179.0
1054,1590,8111,Manganese,4digit,179.0
1055,1591,8112,Other metals,4digit,179.0
1056,1592,8113,Cermets,4digit,179.0
1057,1593,8201,Handtools for gardening,4digit,180.0
1058,1594,8202,Handsaws,4digit,180.0
1059,1595,8203,"Pliers, pincers and other metal handtools",4digit,180.0
1060,1596,8204,Wrenches,4digit,180.0
1061,1597,8205,Hand tools n.e.c.,4digit,180.0
1062,1598,8206,Retail tool sets,4digit,180.0
1063,1599,8207,Interchangeable tools for hand tools,4digit,180.0
1064,1600,8208,Knives and blades for machines,4digit,180.0
1065,1601,8209,"Articles for utensils, of cermet",4digit,180.0
1066,1602,8210,"Hand-operated appliances, food preparation, <10kg",4digit,180.0
1067,1603,8211,Knife sets,4digit,180.0
1068,1604,8212,Razors,4digit,180.0
1069,1605,8213,Scissors,4digit,180.0
1070,1606,8214,Other cutlery,4digit,180.0
1071,1607,8215,Cutlery,4digit,180.0
1072,1608,8301,Padlocks and locks,4digit,181.0
1073,1609,8302,"Base metal mountings, fittings and similar articles",4digit,181.0
1074,1610,8303,Safes,4digit,181.0
1075,1611,8304,"Paper trays and similar office equipment, of base metal",4digit,181.0
1076,1612,8305,"Paper clips and similar office articles, of metal",4digit,181.0
1077,1613,8306,"Ornaments, statuettes, etc. of metal",4digit,181.0
1078,1614,8307,Flexible tubing of base metal,4digit,181.0
1079,1615,8308,"Clasps, buckles etc. of metal",4digit,181.0
1080,1616,8309,"Stoppers, caps and lids of metal",4digit,181.0
1081,1617,8310,Sign plates and similar plates of base metal,4digit,181.0
1082,1618,8311,Wire etc. used for welding,4digit,181.0
1083,1619,8401,Nuclear reactors and related equipment,4digit,7.0
1084,1620,8402,Steam boilers,4digit,7.0
1085,1621,8403,Central heating boilers,4digit,7.0
1086,1622,8404,Auxiliary parts for use with boilers,4digit,7.0
1087,1623,8405,Water gas generators,4digit,7.0
1088,1624,8406,Steam turbines,4digit,7.0
1089,1625,8407,Spark-ignition reciprocating internal combustion piston engines,4digit,7.0
1090,1626,8408,Compression-ignition internal combustion piston engines,4digit,7.0
1091,1627,8409,Parts suitable for use with spark-ignition engines,4digit,7.0
1092,1628,8410,"Hydraulic turbines, water wheels and regulators",4digit,7.0
1093,1629,8411,Gas turbines,4digit,7.0
1094,1630,8412,Other engines and motors,4digit,7.0
1095,1631,8413,Pumps for liquids,4digit,7.0
1096,1632,8414,"Pumps, compressors, fans, etc.",4digit,7.0
1097,1633,8415,Air conditioners,4digit,7.0
1098,1634,8416,Furnace burners,4digit,7.0
1099,1635,8417,Industrial furnaces,4digit,7.0
1100,1636,8418,"Refrigerators, freezers",4digit,7.0
1101,1637,8419,Equipment for temperature change of materials,4digit,7.0
1102,1638,8420,"Calendering or other rolling machines, other than for metals or glass",4digit,7.0
1103,1639,8421,Centrifuges,4digit,7.0
1104,1640,8422,Dish washing machines,4digit,7.0
1105,1641,8423,Weighing machinery,4digit,7.0
1106,1642,8424,Sprays and powder dispersers,4digit,7.0
1107,1643,8425,Pulleys and winches,4digit,7.0
1108,1644,8426,Ships' derricks; cranes,4digit,7.0
1109,1645,8427,Fork-lift trucks,4digit,7.0
1110,1646,8428,Other lifting machinery,4digit,7.0
1111,1647,8429,"Self-propelled bulldozers, excavators and road rollers",4digit,7.0
1112,1648,8430,"Other moving, excavating or boring machinery",4digit,7.0
1113,1649,8431,Parts for use with hoists and excavation machinery,4digit,7.0
1114,1650,8432,Machinery for soil preparation or cultivation,4digit,7.0
1115,1651,8433,Harvesting or agricultural machinery,4digit,7.0
1116,1652,8434,Dairy machinery,4digit,7.0
1117,1653,8435,Machines for wine and juice production,4digit,7.0
1118,1654,8436,Other agricultural machinery,4digit,7.0
1119,1655,8437,Machinery for processing grain,4digit,7.0
1120,1656,8438,Machinery for the industrial preparation of food or drink,4digit,7.0
1121,1657,8439,Machinery for making paper,4digit,7.0
1122,1658,8440,Bookbinding machinery,4digit,7.0
1123,1659,8441,Other machinery for making paper,4digit,7.0
1124,1660,8442,Machinery for making printing components,4digit,7.0
1125,1661,8443,Printers and copiers,4digit,7.0
1126,1662,8444,"Machines to extrude, cut manmade textile fibres",4digit,7.0
1127,1663,8445,Machines for preparing textile fibers,4digit,7.0
1128,1664,8446,Looms,4digit,7.0
1129,1665,8447,Knitting machines,4digit,7.0
1130,1666,8448,Auxiliary machinery for use with knitting and textile machines,4digit,7.0
1131,1667,8449,Machinery to manufacture felt,4digit,7.0
1132,1668,8450,Household- or laundry-type washing machines,4digit,7.0
1133,1669,8451,Machinery for processing fabrics,4digit,7.0
1134,1670,8452,Sewing machines,4digit,7.0
1135,1671,8453,Machinery for preparing leather,4digit,7.0
1136,1672,8454,Machines used in metallurgy,4digit,7.0
1137,1673,8455,Metal-rolling mills,4digit,7.0
1138,1674,8456,Machines for working materials by laser and similar means,4digit,7.0
1139,1675,8457,Machining centers for working metal,4digit,7.0
1140,1676,8458,Lathes for removing metal,4digit,7.0
1141,1677,8459,Machine tools for drilling by removing metal,4digit,7.0
1142,1678,8460,Machines with grinding stones for finishing metal,4digit,7.0
1143,1679,8461,Other machine tools for planing and cutting metals,4digit,7.0
1144,1680,8462,Machine tools for molding and forging metals,4digit,7.0
1145,1681,8463,"Other machine tools for working metal, without removal",4digit,7.0
1146,1682,8464,Machine tools for working stone,4digit,7.0
1147,1683,8465,Machine tools for working wood,4digit,7.0
1148,1684,8466,Parts and accessories for metal working machines,4digit,7.0
1149,1685,8467,"Tools for hand working, pneumatic, hydraulic motors",4digit,7.0
1150,1686,8468,Machinery for soldering,4digit,7.0
1151,1687,8469,Word processing machines,4digit,7.0
1152,1688,8470,"Cash registers, calculators, etc.",4digit,7.0
1153,1689,8471,Computers,4digit,7.0
1154,1690,8472,Other office machines,4digit,7.0
1155,1691,8473,Parts and accessories for office machines,4digit,7.0
1156,1692,8474,Machinery for working minerals,4digit,7.0
1157,1693,8475,Machines for assembling electric lamps,4digit,7.0
1158,1694,8476,Automatic goods-vending machines,4digit,7.0
1159,1695,8477,Machinery for working rubber or plastics,4digit,7.0
1160,1696,8478,Machinery for preparing tobacco,4digit,7.0
1161,1697,8479,Machines n.e.c.,4digit,7.0
1162,1698,8480,Molding boxes for metal foundry,4digit,7.0
1163,1699,8481,Appliances for thermostatically controlled valves,4digit,7.0
1164,1700,8482,Ball or roller bearings,4digit,7.0
1165,1701,8483,Transmission shafts,4digit,7.0
1166,1702,8484,Gaskets and similar joints of metal sheeting,4digit,7.0
1167,1703,8485,"Machinery parts, not containing electrical features, n.e.c.",4digit,7.0
1168,1704,8501,Electric motors and generators,4digit,8.0
1169,1705,8502,Electric generating sets and rotary converters,4digit,8.0
1170,1706,8503,Parts for use with electric generators,4digit,8.0
1171,1707,8504,Electrical transformers,4digit,8.0
1172,1708,8505,Electromagnets,4digit,8.0
1173,1709,8506,Primary cells and primary batteries,4digit,8.0
1174,1710,8507,Batteries,4digit,8.0
1175,1711,8508,Vacuum cleaners,4digit,8.0
1176,1712,8509,Electromechanical domestic appliances,4digit,8.0
1177,1713,8510,Electric shavers and hair clippers,4digit,8.0
1178,1714,8511,Electrical ignition equipment,4digit,8.0
1179,1715,8512,Electrical lighting equipment used for motor vehicles,4digit,8.0
1180,1716,8513,Portable electric lamps,4digit,8.0
1181,1717,8514,Industrial electric furnaces,4digit,8.0
1182,1718,8515,Electric soldering machines,4digit,8.0
1183,1719,8516,Electric heaters,4digit,8.0
1184,1720,8517,Telephones,4digit,8.0
1185,1721,8518,Microphones,4digit,8.0
1186,1722,8519,Sound reproducing apparatus,4digit,8.0
1187,1723,8520,Magnetic tape recorders,4digit,8.0
1188,1724,8521,Video recording apparatus,4digit,8.0
1189,1725,8522,Parts and accessories for video or sound equipment,4digit,8.0
1190,1726,8523,Sound storage media,4digit,8.0
1191,1727,8524,"Tapes, cassettes, records and compact disks",4digit,8.0
1192,1728,8525,"Transmission apparatus for radio, telephone and TV",4digit,8.0
1193,1729,8526,Radar,4digit,8.0
1194,1730,8527,Reception apparatus for radio broadcasting,4digit,8.0
1195,1731,8528,Monitors and projectors,4digit,8.0
1196,1732,8529,"Parts of radios, telephones, and T.V.s",4digit,8.0
1197,1733,8530,Electric signal and traffic controls,4digit,8.0
1198,1734,8531,Electric sound or visual signaling apparatus,4digit,8.0
1199,1735,8532,Electrical capacitors,4digit,8.0
1200,1736,8533,Electrical resistors,4digit,8.0
1201,1737,8534,Electronic printed circuits,4digit,8.0
1202,1738,8535,Electrical apparatus for > 1k volts,4digit,8.0
1203,1739,8536,Electrical apparatus for < 1k volts,4digit,8.0
1204,1740,8537,Electrical boards,4digit,8.0
1205,1741,8538,Parts for electrical apparatus,4digit,8.0
1206,1742,8539,Electrical filament,4digit,8.0
1207,1743,8540,"Thermionic, cold cathode or photocathode tubes",4digit,8.0
1208,1744,8541,Semiconductor devices,4digit,8.0
1209,1745,8542,Electronic integrated circuits,4digit,8.0
1210,1746,8543,Electrical machines with individual functions n.e.c.,4digit,8.0
1211,1747,8544,Insulated electrical wire,4digit,8.0
1212,1748,8545,Carbon articles for eletrical purposes,4digit,8.0
1213,1749,8546,Electrical insulators of any material,4digit,8.0
1214,1750,8547,Insulating fittings for electrical machines,4digit,8.0
1215,1751,8548,Waste and scrap of batteries,4digit,8.0
1216,1752,8601,Electric trains,4digit,6.0
1217,1753,8602,Other rail locomotives,4digit,6.0
1218,1754,8603,Self-propelled railway coaches,4digit,6.0
1219,1755,8604,Railway service vehicles,4digit,6.0
1220,1756,8605,"Railway coaches, not self-propelled",4digit,6.0
1221,1757,8606,"Railway cars, not self-propelled",4digit,6.0
1222,1758,8607,Parts of railway locomotives,4digit,6.0
1223,1759,8608,Railway track fixtures,4digit,6.0
1224,1760,8609,Containers for multimodal transportation,4digit,6.0
1225,1761,8701,Tractors,4digit,6.0
1226,1762,8702,Buses,4digit,6.0
1227,1763,8703,Cars,4digit,6.0
1228,1764,8704,Motor vehicles for transporting goods,4digit,6.0
1229,1765,8705,Special purpose motor vehicles,4digit,6.0
1230,1766,8706,Vehicle chassis fitted with engines,4digit,6.0
1231,1767,8707,Vehicle Bodies,4digit,6.0
1232,1768,8708,Parts of motor vehicles,4digit,6.0
1233,1769,8709,Work trucks,4digit,6.0
1234,1770,8710,Tanks and other armored fighting vehicles,4digit,6.0
1235,1771,8711,Motorcycles,4digit,6.0
1236,1772,8712,Bicycles,4digit,6.0
1237,1773,8713,Wheelchairs,4digit,6.0
1238,1774,8714,Parts of motorcycles or wheelchairs,4digit,6.0
1239,1775,8715,Baby carriages,4digit,6.0
1240,1776,8716,Trailers and semi-trailers,4digit,6.0
1241,1777,8801,"Gliders, hang gliders",4digit,6.0
1242,1778,8802,Other aircraft and spacecraft,4digit,6.0
1243,1779,8803,Parts of other aircraft,4digit,6.0
1244,1780,8804,Parachutes,4digit,6.0
1245,1781,8805,Aircraft launching gear,4digit,6.0
1246,1782,8901,Cargo ships and similar vessels,4digit,6.0
1247,1783,8902,Fishing vessels,4digit,6.0
1248,1784,8903,Pleasure or sport boats,4digit,6.0
1249,1785,8904,Tugs and pusher craft,4digit,6.0
1250,1786,8905,"Special function vessels, n.e.c.",4digit,6.0
1251,1787,8906,Other vessels,4digit,6.0
1252,1788,8907,Other floating structures,4digit,6.0
1253,1789,8908,Floating structures for scrapping,4digit,6.0
1254,1790,9001,Optical fibers,4digit,7.0
1255,1791,9002,Lenses and other optical elements,4digit,7.0
1256,1792,9003,"Frames for spectacles, goggles",4digit,7.0
1257,1793,9004,Glasses,4digit,7.0
1258,1794,9005,Binoculars and telescopes,4digit,7.0
1259,1795,9006,Photographic cameras,4digit,7.0
1260,1796,9007,Cinematographic cameras and projectors,4digit,7.0
1261,1797,9008,Still image projectors,4digit,7.0
1262,1798,9009,Electrostatic photo-copyers,4digit,7.0
1263,1799,9010,"Apparatus and equipment for photographic laboratories, n.e.c.",4digit,7.0
1264,1800,9011,Optical microscopes,4digit,7.0
1265,1801,9012,"Microscopes, other than optical",4digit,7.0
1266,1802,9013,Liquid crystal devices,4digit,7.0
1267,1803,9014,Navigational instruments,4digit,7.0
1268,1804,9015,Surveying instruments,4digit,7.0
1269,1805,9016,Balances of a sensitivity < 50 milligram,4digit,7.0
1270,1806,9017,Drafting tables and machines,4digit,7.0
1271,1807,9018,Medical instruments,4digit,7.0
1272,1808,9019,Therapy applicances,4digit,7.0
1273,1809,9020,Other breathing appliances and gas masks,4digit,7.0
1274,1810,9021,Orthopedic appliances,4digit,7.0
1275,1811,9022,X-ray machines,4digit,7.0
1276,1812,9023,Instruments designed for demonstrational purposes,4digit,7.0
1277,1813,9024,Machines for testing the mechanical properties of materials,4digit,7.0
1278,1814,9025,"Thermometers, hydrometers etc.",4digit,7.0
1279,1815,9026,Instruments for measuring properties of liquids or gases,4digit,7.0
1280,1816,9027,Instruments for physical or chemical analysis,4digit,7.0
1281,1817,9028,"Gas, liquid or electricity meters",4digit,7.0
1282,1818,9029,Meters,4digit,7.0
1283,1819,9030,Instruments for measuring electricity,4digit,7.0
1284,1820,9031,Measuring instruments,4digit,7.0
1285,1821,9032,Automatic regulating instruments,4digit,7.0
1286,1822,9033,Other parts for machines and appliances,4digit,7.0
1287,1823,9101,Watches with precious metal,4digit,7.0
1288,1824,9102,Watches,4digit,7.0
1289,1825,9103,Clocks with watch movements,4digit,7.0
1290,1826,9104,Instrument panel clocks for vehicles,4digit,7.0
1291,1827,9105,Other clocks,4digit,7.0
1292,1828,9106,Apparatus for measuring intervals of time,4digit,7.0
1293,1829,9107,Time switches,4digit,7.0
1294,1830,9108,"Watch movements, complete",4digit,7.0
1295,1831,9109,"Clock movements, complete",4digit,7.0
1296,1832,9110,"Clock movements, complete, unassembled",4digit,7.0
1297,1833,9111,Watch cases and parts,4digit,7.0
1298,1834,9112,Clock cases,4digit,7.0
1299,1835,9113,Watch straps,4digit,7.0
1300,1836,9114,Other clock or watch parts,4digit,7.0
1301,1837,9201,Pianos,4digit,7.0
1302,1838,9202,"Musical instruments, string",4digit,7.0
1303,1839,9203,"Harmoniums, pipe organs, etc",4digit,7.0
1304,1840,9204,Accordions and similar instruments,4digit,7.0
1305,1841,9205,"Musical instruments, wind",4digit,7.0
1306,1842,9206,"Musical instruments, percussion",4digit,7.0
1307,1843,9207,"Musical instruments, electric",4digit,7.0
1308,1844,9208,"Other musical instruments, n.e.c.",4digit,7.0
1309,1845,9209,Parts of musical instruments,4digit,7.0
1310,1846,9301,"Military weapons, other than pistols and swords",4digit,7.0
1311,1847,9302,Revolvers and pistols,4digit,7.0
1312,1848,9303,Other firearms,4digit,7.0
1313,1849,9304,"Other arms (air guns, truncheons, etc.)",4digit,7.0
1314,1850,9305,Parts of military weapons,4digit,7.0
1315,1851,9306,Munitions of war,4digit,7.0
1316,1852,9307,Swords,4digit,7.0
1317,1853,9401,Seats,4digit,192.0
1318,1854,9402,"Medical, dental or veterinary furniture",4digit,192.0
1319,1855,9403,Other furniture and parts,4digit,192.0
1320,1856,9404,Mattresses and bedding,4digit,192.0
1321,1857,9405,Lamps,4digit,192.0
1322,1858,9406,Prefabricated buildings,4digit,192.0
1323,1859,9501,"Rideable wheeled toys, dolls carriages",4digit,7.0
1324,1860,9502,Dolls,4digit,7.0
1325,1861,9503,Toys,4digit,7.0
1326,1862,9504,Games,4digit,7.0
1327,1863,9505,Christmas and other festivity articles,4digit,7.0
1328,1864,9506,Sports equipment,4digit,7.0
1329,1865,9507,Fishing and hunting equipment,4digit,7.0
1330,1866,9508,Fairground amusements,4digit,7.0
1331,1867,9601,Worked animal carving material,4digit,7.0
1332,1868,9602,Worked vegetable or mineral carving material,4digit,7.0
1333,1869,9603,Brooms and mops,4digit,7.0
1334,1870,9604,Hand sieves and riddles,4digit,7.0
1335,1871,9605,Travel sets,4digit,7.0
1336,1872,9606,Buttons,4digit,7.0
1337,1873,9607,Slide fasteners,4digit,7.0
1338,1874,9608,Pens,4digit,7.0
1339,1875,9609,"Pencils, crayons, pastels, etc.",4digit,7.0
1340,1876,9610,"Slates and boards, with writing or drawing surfaces",4digit,7.0
1341,1877,9611,Hand-operated stamps,4digit,7.0
1342,1878,9612,Typewriter ribbons and ink pads,4digit,7.0
1343,1879,9613,Cigarette lighters,4digit,7.0
1344,1880,9614,Smoking pipes,4digit,7.0
1345,1881,9615,"Combs, hair-slides etc.",4digit,7.0
1346,1882,9616,Scent sprays,4digit,7.0
1347,1883,9617,Vacuum vessels,4digit,7.0
1348,1884,9618,Mannequins,4digit,7.0
1349,1885,9701,Paintings and drawings,4digit,195.0
1350,1886,9702,Original engravings,4digit,195.0
1351,1887,9703,Sculptures,4digit,195.0
1352,1888,9704,Postage or revenue stamps,4digit,195.0
1353,1889,9705,Collectors pieces,4digit,195.0
1354,1890,9706,Antiques >100 years,4digit,195.0
1355,1891,9999,Commodities not specified according to kind,4digit,196.0
1356,1892,XXXX,Trade data discrepancies,4digit,196.0
1357,4000,unspecified,Unspecified,4digit,400.0
1358,4001,travel,Travel and tourism,4digit,401.0
1359,4002,transport,Transport,4digit,402.0
1360,4003,ict,ICT,4digit,403.0
1361,4004,financial,Insurance and finance,4digit,404.0
